32481,39262,39321,44377,43829,40511,41250,44428,47572,54107,43148,36300,23481,12151,3711
37394,34247,29325,31215,30462,33818,32840,26245,25261,26604,18198,12653,11364,5353,2532
14916,16442,16334,12074,11550,9294,6610,9753,10202,9913,8614,4799,1721,1179,241
26616,25188,23719,26432,29200,27247,21935,19286,23003,16439,12905,8466,3797,1618,135
56102,55280,53477,47352,40143,37435,38987,39150,40705,35944,29906,25580,15040,4631,5681
71258,79382,76851,86444,83040,76051,80485,87747,87599,70212,56710,42382,28315,17215,6621
13064,14246,8732,8742,5678,3737,4751,4012,6073,5502,3986,3364,3007,2907,1906
43122,41722,50695,54207,47874,50556,53001,55920,54330,45683,38863,29649,14984,5956,3037
30644,26109,29859,31542,33389,30631,32003,30757,35356,37733,31256,20717,12349,5840,1623
32334,39541,45435,48981,57560,50818,44451,41444,44237,30952,24701,19309,9454,4266,1724
33966,31233,26151,21102,23582,24301,23479,18964,22615,23727,21916,16375,10658,4317,2133
22083,22754,22291,26467,20548,23231,24292,21906,22211,21281,14548,16330,7733,3612,2347
16811,12746,13014,14385,16571,13311,16808,21137,24445,27716,23952,18130,11764,6722,2239
17128,15533,12229,10425,7705,6050,5328,5627,7462,4699,4996,4122,1556,578,180
12013,15472,16339,14300,15332,16825,17579,13489,10450,12584,9608,6343,6737,2936,1368
40483,42899,38488,42576,40273,47988,50017,44575,41250,42319,34192,28065,20345,10473,3628
25053,21152,24839,34305,39212,39560,37264,30175,29567,32197,27934,19663,18115,7670,2348
2167,3901,5649,7567,5544,3504,4993,4115,4243,3416,1347,297,0,0,0
6677,12285,14944,14112,13655,7752,6678,3985,5111,1690,1816,622,739,494,338
77675,80420,81240,90347,91672,93020,95618,90003,98790,89497,80219,55809,34331,19904,9266
22903,20972,20685,19678,16866,17330,19145,14807,13166,14296,14601,14059,7968,4992,2151
58960,59145,58629,63523,60503,68286,60113,57790,59335,52068,41035,38830,29163,14589,6648
12189,11791,14892,14873,13668,13174,16311,16940,18393,22416,24996,22575,13865,7967,4214
34359,33133,31199,27072,28760,29230,29631,27072,21931,20257,20997,17272,12200,7422,4531
78050,72184,66388,73794,75064,71053,73525,71443,67021,62879,58421,48363,34758,20624,9134
3865,2658,778,762,784,0,0,0,0,0,0,0,0,0,0
8193,8329,6648,5850,6760,4120,6539,4677,9196,12810,11760,8329,5525,3524,1775
85289,85405,84334,91898,91098,81376,72188,80675,83457,87070,67292,51235,30437,11458,3921
43634,52222,75887,71092,70512,69657,74746,71097,58724,50538,33404,24305,15025,6697,3143
2018,3784,1328,726,203,0,0,0,0,0,0,0,0,0,0
16388,17179,18482,16571,15133,18626,19311,20849,23727,18443,17977,12890,7188,3559,2356
13137,17856,23714,23322,17541,16951,14892,16876,12203,12245,8465,6457,3111,1381,950
11106,8693,16061,13709,15808,13722,15687,14743,15607,16033,15946,12632,7172,3897,1684
12866,10584,12697,11110,14247,15237,13002,10819,9938,16475,12874,9380,4154,1786,365
2780,4911,4392,2563,3177,3322,2915,3080,1705,1906,656,260,0,0,0
41863,35846,30791,32682,26610,29834,30382,24261,28000,28301,26697,19336,10779,7299,2822
52813,66636,67360,65806,68144,73912,75699,72792,66916,67939,61339,45059,23073,11878,5867
42163,35393,33498,31491,28278,28362,29723,26776,22336,23714,23635,19346,11055,5778,2082
2582,2775,1336,728,547,238,84,0,0,0,0,0,0,0,0
61279,56975,59540,57804,68126,65402,69086,61009,54783,57921,44370,32229,17717,8670,3547
18524,19374,17594,15596,23034,24771,24938,23211,24391,28326,27885,23929,12624,5337,3828
32301,27774,24644,33498,27235,29652,26729,30923,32278,26839,20022,16100,8749,2700,1920
9784,12931,14964,14714,15445,13224,8538,6645,4762,7289,8614,4651,2463,992,450
13365,13371,11459,11552,12335,11888,11113,13978,9701,6393,8550,4676,3143,543,682
76550,78382,83692,87417,86999,83603,83125,83048,87466,78597,81754,65391,40262,21340,10946
6740,5700,6915,8686,8773,9452,9423,9740,7823,6843,5164,2316,1487,748,331
128962,113657,116433,110366,106816,105528,109151,116247,123892,117678,112359,69905,39838,24536,10688
1294,1581,1939,1873,1177,278,0,0,0,0,0,0,0,0,0
12379,10800,13920,11174,12237,18954,16926,17452,18339,18557,18654,14941,10093,4998,1903
42812,45413,50354,52890,55734,60171,56189,53048,60409,63342,52599,37511,23722,14572,5853
6942,8376,8773,7913,14505,22020,20445,18055,13706,10261,8963,6164,3847,1470,382
7963,5608,4142,6257,4049,3665,3743,2709,2235,2080,2540,744,365,92,0
35387,35584,40652,45805,55657,54571,50088,51509,48049,46486,38102,33426,21934,10870,4313
48502,48284,53096,50523,54569,52976,55912,53099,42367,41236,34319,26710,18754,8050,4062
50638,59603,54363,52447,56988,49687,53913,46981,41018,44058,36831,24054,12397,6109,2131
21873,20448,22915,26061,22194,18865,21198,24932,24031,18605,17732,12968,7394,4720,1877
276,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58131,59880,66903,70569,70063,74964,81156,86674,85643,89742,73202,59172,40231,20530,6614
14183,13214,10621,16698,16994,18205,17522,17811,17660,15787,12037,10826,3275,1334,184
2439,1452,1618,1301,384,60,0,0,0,0,0,0,0,0,0
20294,19501,18983,19055,18357,22930,19754,16134,17365,20023,22999,19207,12174,5569,1115
7546,7075,5736,9228,6496,7641,7409,8085,8131,6728,7848,4961,3508,809,181
19065,21512,25952,20045,17290,18625,14284,15239,17432,19554,13302,8019,4608,3304,1136
5592,5672,7772,4526,4530,4467,3410,2421,2512,1087,696,1171,269,258,3
75558,82688,93528,88784,87619,85004,84263,89863,93221,88495,78792,48259,29569,18961,8073
32947,29768,33024,34125,36166,38910,36823,31832,31922,25692,21834,17290,13076,8861,3848
43499,42910,50702,64672,68054,66428,64995,65965,58671,53630,46436,35405,18007,8640,5669
933,350,354,207,104,0,0,0,0,0,0,0,0,0,0
17277,23617,25021,19991,15221,16282,17743,20716,21324,22399,22286,14396,10812,4544,1555
26659,31499,28595,22646,23683,29144,26861,23296,19685,17484,14612,8339,3767,1609,894
46796,48731,42476,47200,41036,39226,41560,39924,42497,43239,33037,27482,13560,5415,1386
17568,17354,19907,29100,31679,31833,23138,20699,20670,19389,19326,11048,6163,5621,2257
6603,7196,10716,10024,12437,8764,10348,11419,15308,18225,16639,9714,6061,3194,379
35720,42066,39212,37246,31628,36154,33989,44515,51612,50407,44479,32288,22680,8863,2090
65456,59325,65379,61945,69649,72003,61723,62623,63395,57598,42583,29086,23774,11418,6704
111022,105089,94029,98240,85635,88046,83335,72307,66734,66666,58861,41691,24596,13922,7242
6887,8491,8355,7042,6001,7194,6098,4511,6472,7881,8427,7153,5267,2605,1412
31714,35415,39551,42354,42224,38843,48826,48275,47452,39797,32703,28111,20166,13832,6249
40494,39126,27999,27687,28279,28677,26298,29337,25084,26017,22291,17073,10790,7641,2499
22154,20869,28563,29120,30142,24505,27161,30543,30677,23914,19758,14755,7808,3767,1603
27936,20820,19168,17838,18897,22725,21149,16228,15268,14228,11881,11245,8678,5583,2260
3742,3315,2688,2760,1677,2388,2369,2683,2440,2191,1493,304,0,0,0
9103,6943,9723,8116,8829,13425,13869,15640,18395,15864,12036,7373,5829,3839,2130
43746,46429,45544,48085,50010,55283,47291,48823,51408,47849,47255,32747,18704,6492,1816
12915,12970,11368,9187,5895,9255,7630,6389,5061,3209,3026,3568,3038,1548,1230
37599,35113,41091,39927,47515,58988,57148,61820,60084,63173,55469,36550,21329,12212,4809
39725,36685,43470,40670,37543,38608,38164,45349,49906,45898,34276,22825,14740,7503,3232
46502,45643,40708,46749,48980,43977,44570,45877,41195,43236,40962,29493,15449,8531,7678
42129,48269,43602,44996,45439,36530,33664,34861,36550,35620,37644,24615,18102,10654,3276
12736,11360,9153,6980,6575,4869,3154,4927,4241,2874,857,30,251,93,0
31144,31914,31305,32260,29734,31140,26259,25500,28081,26987,20479,17131,10485,6641,2172
10419,10989,9931,9958,10600,12547,13641,13963,8304,8842,8594,9126,5655,2167,1354
33359,29279,25608,26682,30198,35000,37346,31059,38743,40234,32117,23609,13812,6369,2839
77084,73913,81454,72434,67987,64050,64949,65294,66245,54258,49666,30113,18792,10928,4736
23624,26448,22779,24914,20450,26148,23838,27710,27773,24672,17352,12135,7958,4176,1314
17493,18122,15073,16762,12984,13721,12552,14323,13457,14745,13067,11025,7161,4011,2229
25679,32232,36637,37982,31231,36279,33033,31359,25213,20549,15494,11893,6778,3132,2540
11804,8911,7966,7601,7906,7956,3095,2303,2513,5509,5749,2715,1380,447,183
16290,12087,12135,14498,15526,17560,20532,23294,19217,19316,16246,12595,7119,2970,742
34166,27092,30924,27071,29057,33864,39580,36921,39051,35358,32052,26329,17459,9085,5030
27482,28097,24527,27112,30467,40526,41272,42807,37883,35390,27443,16826,16426,7767,5806
48943,43822,47624,51222,56971,55505,43178,43816,39826,39064,35024,22075,11007,4503,1886
13558,16904,17724,23777,29951,29268,29056,31361,32042,26398,20281,13766,7120,5830,1816
73385,72195,77406,69366,60674,70908,72109,80498,78980,73061,73332,58296,38189,20929,8979
20937,22976,25120,23313,17177,13233,11185,10172,8682,8221,7858,3819,2346,1545,1276
61105,65444,55931,47264,49534,50022,53908,52971,65038,77798,65287,42785,22007,11311,3846
54074,57335,62654,61455,53924,51582,56912,58698,55971,52398,47373,35216,18570,9903,4976
51493,53347,51246,54521,59970,62704,65883,62470,61923,58721,50136,35539,23668,10723,5083
6058,5391,6507,7017,7489,5678,5342,4944,3860,3441,2560,2068,535,430,0
41030,35664,41259,44743,49748,45953,43921,42223,46749,44445,40930,27962,16966,11298,6112
17077,23014,19366,21444,18748,16702,15125,12698,10081,12571,13719,10632,5834,2120,1396
20768,16612,18424,20772,20881,23819,25107,26330,25018,25171,22290,17125,11309,4688,1204
29712,34587,35821,31603,30033,29109,27535,22478,20622,19573,18281,13944,6846,3222,1289
11560,12906,13150,10813,9172,6147,5612,5269,4252,2360,1404,1703,1967,595,325
69555,68544,70025,60076,63065,58260,51447,52623,51332,51855,44112,34284,23145,9648,3482
18770,18843,16313,15019,14379,8924,6706,5672,5093,5119,5953,6593,5001,2095,1312
3672,2167,1622,2128,3871,4131,4336,4836,4307,5188,2757,948,853,625,0
22303,25026,21635,22825,21294,19204,17945,21613,19094,20854,20440,13072,12711,5935,2436
17875,18798,22390,24334,21229,19934,24472,23024,24284,22006,15863,16255,11565,6324,2845
43337,39874,51269,60181,62918,66881,63767,52479,48120,43511,42084,31492,21418,9983,4893
5876,6879,3734,6090,10258,9979,5009,5564,11933,9347,9211,9124,7690,4801,2058
20021,19403,16994,19593,16923,15021,14126,16105,12201,10516,8215,6446,3283,1355,1464
40595,35015,33107,36936,37632,46561,48809,46036,39327,32309,30856,20414,13474,7280,1438
45912,53277,47803,46282,41099,39277,47718,52957,57021,51789,48442,33434,20541,7416,1983
69915,74269,76716,80827,82328,83402,85061,86195,83059,73241,75989,48302,27961,16924,6372
5514,6079,3838,1918,2898,3046,3134,5258,7397,3921,3466,1493,534,175,0
22833,23109,20463,17899,17126,22179,21282,27625,22364,18183,17589,15428,8592,4103,1559
73809,79219,65485,68413,65171,66775,68171,65429,54746,58718,47592,32678,16510,8857,4818
64683,61954,50389,53733,56529,57621,50358,52022,51064,47702,46888,39452,24277,12119,5003
14130,13058,11474,9521,6720,8873,11611,11109,12110,11958,10158,9694,6204,1268,1643
6783,10101,9905,12059,12405,11190,9259,6435,5109,4387,3978,2588,3367,2864,477
2227,896,0,0,0,0,0,0,0,0,0,0,0,0,0
38820,35455,35753,38939,38233,40020,43145,37064,36460,43951,42371,35568,22835,11543,4126
38189,28905,32932,32640,34990,40838,38420,40761,39500,37330,32882,30872,17822,8657,3196
8115,8385,8867,13654,11983,8957,6431,5551,4528,4273,2068,310,0,0,0
62771,66143,66579,65282,62675,60170,54551,54030,48667,47583,34255,26572,16513,10878,3966
66143,64254,53865,53589,50560,43545,36281,39638,45165,40214,43573,29118,13425,7371,4066
32171,32263,32418,32261,33026,33282,34270,36944,33516,38978,35806,25034,19547,12687,4519
24853,21794,17609,17153,16548,14420,13224,12846,13342,14177,8740,5935,1956,813,198
43191,47354,45887,45664,50756,55699,48518,49570,49356,47614,38909,32064,20552,12017,5286
48636,49050,55967,62738,71180,70003,71979,68052,60334,55802,53096,43723,24117,11004,5000
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6995,6586,4931,5367,6380,2780,2456,3037,892,0,0,0,0,0,0
9755,8625,7653,6373,6661,8030,9521,7068,4909,3489,1786,756,635,785,124
40452,34599,24350,27483,32917,31521,33946,38440,34233,32624,25106,16854,8165,2137,1621
18285,14362,12932,16159,15639,15916,17245,10129,6719,5685,4357,3636,4104,2080,958
41045,40213,40942,41974,47047,41870,39427,44520,52268,45883,34665,27157,16988,7338,2072
81210,88930,95548,98579,90571,84245,77994,72978,77219,70656,61339,44844,30008,14858,6798
48095,46362,46999,49303,45169,47679,52922,47601,46634,44587,41759,28854,16910,8073,3388
13888,13080,20154,25761,17893,19987,23759,28401,23930,19613,13381,10905,7987,4779,1456
56923,50014,52421,48522,48220,44147,48322,39203,36405,32730,31027,23009,13137,8124,3411
23201,25727,24254,29332,31719,31955,33379,40299,41720,36827,26867,18674,11414,5639,2807
59432,63496,72742,84992,78118,80625,73074,64304,58275,54456,42759,37198,24207,11821,6432
13174,17177,19161,16073,25100,31090,29455,25592,23730,20199,19108,14775,7880,5168,1906
3066,3815,4868,5275,1672,1576,2450,1506,2919,1825,2306,4235,2218,1281,87
13275,14303,8873,8558,8104,11203,11963,13995,16080,17782,16454,10636,5064,2232,1017
970,522,136,0,0,0,0,0,0,0,0,0,0,0,0
42334,50509,49536,50939,50927,53453,51133,51578,45201,44604,35393,27530,15706,7727,3379
31690,28129,31332,28163,36529,37074,36217,39450,37805,32870,35298,25321,13696,8762,1477
3092,3539,4500,4818,2543,1778,3326,2695,1698,504,456,734,0,0,0
5601,2027,1280,1423,3068,3331,3356,1050,1552,1706,3311,1582,1445,349,0
17103,11662,14432,11397,9040,9180,8777,8027,6744,7457,6397,7046,4618,2668,2070
61558,67467,68926,66400,69203,71377,68529,71292,65020,65857,55778,42478,27420,13805,7631
17463,21874,26700,17868,15637,15192,10676,10453,10809,10527,7054,5205,3715,910,211
37082,38010,33673,34668,34019,32381,27111,33538,38386,27808,19114,15001,11987,7267,686
3617,4070,1525,2390,770,991,344,0,0,0,0,0,0,0,0
9364,9127,9414,8872,8561,13752,12337,10062,10176,12142,10798,6759,3113,809,485
58446,61885,62119,62437,61145,61023,61868,71177,72204,64611,52630,39282,22400,13673,5290
16264,9298,8228,8708,7536,8809,10401,10665,12539,15389,13747,9668,5934,2222,861
21952,18641,19724,25100,22764,24078,22504,21950,18830,21286,19097,14728,8538,3762,471
30939,32010,36140,39313,37739,43890,40446,44136,38298,36242,31728,24045,15197,7272,3280
10381,10085,11572,10823,10441,10926,15008,11043,7302,5581,4884,2209,1156,1091,338
18036,14037,16101,13053,16912,17078,19930,25452,25511,24249,24060,19059,14216,6971,1849
34091,30165,28357,28880,25324,23403,25969,27776,25796,24972,26994,23564,14742,4251,2955
39867,41878,39829,37037,30501,29676,26770,35947,34229,30156,26847,20435,8885,6039,3080
20731,17948,25982,26125,20852,19512,22686,20843,14978,10868,8468,3820,2160,604,81
22372,19803,18534,18222,17161,18399,20492,19138,20571,20655,18968,16410,8112,4611,1145
25396,29667,28971,25248,25081,23353,29715,27280,20546,18351,10384,6233,4982,2177,1414
81633,77572,92303,85934,90117,87465,87264,89996,76809,85643,86938,57559,39216,22622,10583
4696,5609,5445,6999,8336,9941,8619,8484,8370,7214,4563,3236,2092,1503,889
23365,22835,20609,22661,25850,27266,27676,24214,19330,20577,17092,12108,7162,1993,849
22678,26832,32428,34760,39400,37272,36639,39200,35892,35374,28549,18963,12542,5630,1580
14228,17224,15334,17296,21063,20869,26600,24865,28717,24256,24564,19722,14716,7548,2156
27029,25524,24353,23227,16947,14124,10815,13291,14807,13576,10790,11033,6432,5020,2391
386,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51229,61483,70909,64184,58206,59788,61381,62594,59333,57181,42112,32382,26819,11512,4115
15543,17891,17670,12545,13117,19902,17875,15559,8332,7732,8125,7300,4189,2455,1410
42931,36205,40652,35290,35420,34482,44094,40402,42946,45975,42400,33039,17762,7938,3288
22854,20243,17736,17652,21595,23918,25111,24397,28501,26569,25628,22193,15004,7850,2969
6640,4614,6600,7581,5383,6517,8113,6827,4279,1659,1425,828,1410,604,219
5197,6136,4194,3549,3953,5246,8367,9742,11527,10483,6383,3796,1861,868,53
15122,18259,18964,19362,15818,15069,18900,16811,20655,16490,16197,11137,5779,3629,1468
66810,64365,62735,67184,75102,72467,90303,95254,107250,107413,104164,86237,51672,26582,15070
11509,13090,14426,19600,15750,19090,16004,16694,16843,11995,9278,4528,2909,515,180
26381,30242,37976,36790,39030,37225,36780,40208,31085,20951,17792,17692,10277,4327,1497
2902,303,61,0,0,0,0,0,0,0,0,0,0,0,0
13499,12294,13885,13584,14811,12473,14661,13528,12755,10344,8930,6877,2865,3662,1353
4123,5374,6462,6060,4686,3759,2689,2243,2343,2329,890,521,0,0,0
24443,23755,24532,26077,23844,24207,20811,18683,18512,18910,15851,13994,5932,3668,1520
11336,6306,3740,2832,1826,1548,448,294,687,843,1074,944,1807,1418,1135
16806,20859,16909,15252,18666,21993,20972,19600,24279,25862,17096,12851,6099,3328,664
3433,2850,2228,2738,1783,1380,1290,332,701,1207,1460,846,578,388,0
21386,23749,21463,22859,23027,22700,26869,30712,30295,27606,22706,17728,11266,5155,2849
23193,25541,24355,31148,26651,22426,29023,34653,32086,36141,26552,19423,13762,9971,3037
20230,20246,27359,21016,18534,18681,18849,23446,22984,22266,20329,13662,8023,5594,1710
34160,39196,37293,39913,40702,37847,36705,45924,43998,39266,41914,34263,20566,11300,5835
46194,47095,48342,53736,60096,55264,59576,55328,62770,62998,58612,47298,29443,16166,6301
10603,13425,12968,12169,12611,10200,8259,8078,6703,9428,11753,6899,4938,2665,687
5294,4980,3186,4127,6364,6594,6021,10088,8364,7559,7731,4576,3015,1672,444
26220,28665,35744,37702,33686,31098,25946,16923,14696,14039,8666,5949,3885,2371,1752
22877,24939,24780,22491,22358,25451,27689,32033,36608,39747,35103,25740,14281,7762,3621
16970,15729,15305,14011,15893,14884,8244,6216,4465,2254,980,203,0,0,0
61171,58887,57204,45869,40853,36216,38433,30881,35643,24541,22364,11833,8789,3332,1706
15168,20686,20887,20351,20562,21405,18865,18028,22707,21352,17413,12665,8868,4317,1438
29322,23282,16751,20507,20434,19856,16119,14190,14391,15530,13120,12485,7020,2445,520
73680,79970,83096,79218,90772,99493,97434,92373,90592,90595,73007,51425,28401,14134,5618
4605,6219,7931,5378,4444,3146,2313,3300,2043,1265,430,479,470,589,0
2992,4263,3230,3687,2497,1601,2403,2502,1753,2228,898,860,267,268,116
10041,12844,14747,13860,15701,14177,12047,11120,10538,7711,8213,6183,3488,1280,65
17302,19969,28002,32352,31282,36625,34652,33126,36545,33389,31251,21666,13262,7169,1692
38401,37396,36728,36731,38956,42938,49476,45935,47825,46705,39302,27171,15771,8056,3015
11384,7020,9071,6522,7432,9107,9401,11142,10220,10773,12461,9777,6093,2248,1656
9108,7560,5427,3291,3585,2401,2131,1318,1264,473,0,0,0,0,0
18196,21190,19729,23027,26218,27573,28633,23245,25996,20334,21204,8520,2871,761,152
46803,50410,48904,43501,37880,41187,45033,50248,53445,48721,42244,32061,21343,9234,4589
126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113346,102990,108748,123145,126185,128698,127067,134612,120383,120361,113484,80587,40617,17931,8210
18815,18812,16341,18914,21562,23747,27091,32906,31134,37214,36409,28110,18132,7402,2281
3828,5929,3437,5091,4691,3702,3918,3828,5061,2878,2938,2566,2330,1046,294
36565,40206,40571,39975,34932,37163,33448,35570,38783,41882,30225,27740,13990,5251,1767
2369,1855,1333,2376,1361,698,185,0,0,0,0,0,0,0,0
11029,13131,9765,7997,4825,6302,3526,1107,1005,1210,582,15,0,0,0
597,627,682,1210,2489,930,2452,1979,1167,377,0,0,0,0,0
7733,7225,9162,7921,6189,3697,2890,2039,1425,1820,1111,22,0,0,0
33681,36558,33016,34261,41756,39856,38628,34215,30309,26383,17310,13107,6430,3516,1289
59738,63327,78343,72781,69083,80805,92524,97615,87496,84977,77049,65105,37330,17915,8633
27848,26036,25734,26468,21162,16468,18401,16312,19415,20923,15613,12176,5976,3658,1228
17517,17960,21224,14585,14295,11886,9296,7434,8262,5021,3590,1167,1223,256,102
8369,6750,6567,7637,4854,3291,2617,2696,3382,2431,3985,1410,1421,476,0
15804,14133,16338,24761,20312,20889,17294,19067,14852,16875,14067,10674,5283,710,529
29857,27364,30818,26814,33433,29623,29953,33089,34692,33350,30358,25736,16634,8100,3644
63590,70694,70740,71854,75024,67296,68784,68304,67865,59337,56798,49658,31365,13089,5663
21422,25598,32577,36818,38733,42956,45523,43744,36960,34918,33240,24540,20365,8893,3746
41846,40506,37267,33922,29360,29239,31474,34438,31959,30191,31601,21763,13183,5072,2701
36722,31799,31252,25182,25452,19054,14443,16246,17649,14785,12235,9626,10338,4941,1409
25092,22803,21213,19998,15613,15925,13357,13390,16189,20899,22441,18680,9540,3552,1399
39502,42148,37640,44720,38672,31786,28923,29733,31393,35399,27448,19115,10706,7362,3532
57033,60274,52252,49713,57448,62290,74188,74551,70759,71570,51994,42915,24250,11280,5341
14406,19137,16106,19595,20824,20981,16682,14532,13911,13969,16464,14274,10463,6870,1885
16997,14106,16105,12834,15582,12842,13940,13214,15079,12020,12229,9301,7231,4233,1631
29288,28852,33894,36451,31688,25645,30188,32692,34801,33540,32892,24626,12076,5227,2620
2009,1935,1191,1375,2083,1360,1390,253,0,0,0,0,0,0,0
15731,14629,13028,15145,17131,15427,13481,13918,11438,11360,12025,7293,3932,1767,419
3409,1481,245,0,0,0,0,0,0,0,0,0,0,0,0
44130,39345,42927,46437,41465,37757,40156,34828,26868,31194,21928,16014,11026,3579,1123
12169,11124,8068,6437,7815,4578,6461,6243,2091,608,341,284,207,407,239
